,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags in thousands,Small Bags in thousands,Large Bags,XLarge Bags,year,region,Tipo_conventional,Tipo_organic
141,2015-04-12,1.15,837629,70796,523170,42270,201.39201,196.07634,5315.67,0.0,2015,BaltimoreWashington,1,0
142,2015-04-05,1.29,688065,53579,401279,41867,191.33973,184.10906,6357.06,873.61,2015,BaltimoreWashington,1,0
143,2015-03-29,1.25,663677,58098,398050,43759,163.76862,158.96408,4804.54,0.0,2015,BaltimoreWashington,1,0
144,2015-03-22,1.1,808897,65158,524971,42381,176.38562,171.69995,4685.67,0.0,2015,BaltimoreWashington,1,0
145,2015-03-15,1.24,693698,53400,395837,46596,197.86476000000002,193.1309,4733.86,0.0,2015,BaltimoreWashington,1,0
146,2015-03-08,1.26,657745,55284,367670,42267,192.52226000000002,188.37448999999998,4147.77,0.0,2015,BaltimoreWashington,1,0
147,2015-03-01,1.16,770115,59039,498872,40241,171.96107,168.22420000000002,3736.87,0.0,2015,BaltimoreWashington,1,0
148,2015-02-22,1.11,749845,50501,445970,62611,190.76254999999998,186.97697,3785.58,0.0,2015,BaltimoreWashington,1,0
149,2015-02-15,1.25,637319,49751,361677,45900,179.99017999999998,174.86487,5125.31,0.0,2015,BaltimoreWashington,1,0
150,2015-02-08,1.09,844931,71703,554857,37437,180.93295999999998,175.77139000000003,5161.57,0.0,2015,BaltimoreWashington,1,0
151,2015-02-01,1.06,1007418,93166,666010,83652,164.58936,159.91687,4672.49,0.0,2015,BaltimoreWashington,1,0
152,2015-01-25,1.2,692934,49696,386398,39488,217.35064000000003,209.76181,7588.83,0.0,2015,BaltimoreWashington,1,0
153,2015-01-18,1.23,657741,49947,393359,40576,173.8585,169.39088,4467.62,0.0,2015,BaltimoreWashington,1,0
154,2015-01-11,1.17,670231,51460,420837,42526,155.40652,151.33087,4075.65,0.0,2015,BaltimoreWashington,1,0
155,2015-01-04,1.08,788025,53987,552906,39995,141.13667999999998,137.14607,3990.61,0.0,2015,BaltimoreWashington,1,0
156,2015-12-27,0.97,62909,30482,2971,5894,23.5611,23.52019,5.69,35.22,2015,Boise,1,0
157,2015-12-20,1.03,57504,25628,2546,7393,21.9359,21.90035,11.43,24.12,2015,Boise,1,0
158,2015-12-13,0.99,58461,27148,2985,6458,21.86827,21.842869999999998,4.44,20.96,2015,Boise,1,0
159,2015-12-06,0.71,95295,35590,12526,4086,43.0916,42.73453,0.0,357.07,2015,Boise,1,0
160,2015-11-29,1.06,49069,24189,2789,6031,16.05799,15.860629999999999,0.0,197.36,2015,Boise,1,0
161,2015-11-22,1.09,52875,25408,3255,6662,17.54795,17.530669999999997,4.32,12.96,2015,Boise,1,0
162,2015-11-15,1.01,68648,24424,12085,6502,25.63541,25.20025,8.65,426.51,2015,Boise,1,0
163,2015-11-08,1.11,55847,31910,4651,6285,12.99991,12.77783,119.79,102.29,2015,Boise,1,0
164,2015-11-01,1.14,53585,30434,4359,6428,12.362729999999999,12.33182,0.0,30.91,2015,Boise,1,0
165,2015-10-25,1.11,59874,29521,10089,6551,13.71148,13.66098,0.0,50.5,2015,Boise,1,0
166,2015-10-18,1.16,54191,29614,9069,6586,8.92126,8.918,0.0,3.26,2015,Boise,1,0
167,2015-10-11,0.94,80904,26114,33415,7604,13.769639999999999,13.54347,185.46,40.71,2015,Boise,1,0
168,2015-10-04,1.12,59496,35154,10821,7551,5.96842,5.462149999999999,504.65,1.62,2015,Boise,1,0
169,2015-09-27,0.99,64187,47007,5754,3663,7.763109999999999,7.596640000000001,160.0,6.47,2015,Boise,1,0
170,2015-09-20,1.03,73952,34826,21592,6640,10.893799999999999,10.60102,273.41,19.37,2015,Boise,1,0
171,2015-09-13,1.08,64208,45738,4393,6593,7.48265,7.48265,0.0,0.0,2015,Boise,1,0
172,2015-09-06,1.16,64464,44134,5402,7991,6.93604,6.93443,0.0,1.61,2015,Boise,1,0
173,2015-08-30,1.19,60099,40926,5809,7922,5.4405600000000005,5.4405600000000005,0.0,0.0,2015,Boise,1,0
174,2015-08-23,1.05,70773,44059,14861,4433,7.42009,7.42009,0.0,0.0,2015,Boise,1,0
175,2015-08-16,1.12,64001,46189,5258,6457,6.09691,6.09051,0.0,6.4,2015,Boise,1,0
176,2015-08-09,1.1,61286,44739,5034,3931,7.58225,7.56892,13.33,0.0,2015,Boise,1,0
177,2015-08-02,1.07,67763,51151,5140,5435,6.03639,5.9875,48.89,0.0,2015,Boise,1,0
178,2015-07-26,1.07,67826,50978,4856,5479,6.511850000000001,6.35804,153.81,0.0,2015,Boise,1,0
179,2015-07-19,1.09,63958,45921,5300,5565,7.1709700000000005,6.35445,816.52,0.0,2015,Boise,1,0
180,2015-07-12,1.05,74677,51828,5802,7474,9.57192,8.335040000000001,1236.88,0.0,2015,Boise,1,0
181,2015-07-05,1.15,85044,61949,8022,8434,6.63761,6.557060000000001,80.55,0.0,2015,Boise,1,0
182,2015-06-28,1.04,75280,59111,6573,3974,5.62107,5.61944,0.0,1.63,2015,Boise,1,0
183,2015-06-21,1.06,81397,52790,15444,5875,7.28627,7.02156,0.0,264.71,2015,Boise,1,0
184,2015-06-14,0.99,87607,58791,17880,3135,7.80004,7.80004,0.0,0.0,2015,Boise,1,0
185,2015-06-07,1.12,80751,61245,7237,6655,5.61256,5.603800000000001,8.76,0.0,2015,Boise,1,0
186,2015-05-31,0.97,76689,57373,7421,4028,7.866149999999999,7.86031,5.84,0.0,2015,Boise,1,0
187,2015-05-24,1.03,83209,54825,14839,6037,7.5072600000000005,7.4695100000000005,0.0,37.75,2015,Boise,1,0
188,2015-05-17,0.96,77987,61319,7393,2919,6.354010000000001,6.34582,0.0,8.19,2015,Boise,1,0
189,2015-05-10,1.06,95788,62505,15896,7891,9.49553,9.453059999999999,0.0,42.47,2015,Boise,1,0
190,2015-05-03,1.0,85466,66880,7942,4289,6.3548100000000005,6.3499300000000005,0.0,4.88,2015,Boise,1,0
191,2015-04-26,0.96,88111,69544,7985,3401,7.17945,7.174600000000001,0.0,4.85,2015,Boise,1,0
192,2015-04-19,0.99,89694,56843,21630,3260,7.9602200000000005,7.9538,0.0,6.42,2015,Boise,1,0
193,2015-04-12,1.19,66246,44469,8506,7523,5.74778,5.74778,0.0,0.0,2015,Boise,1,0
194,2015-04-05,1.09,76704,57339,9060,3790,6.51378,6.51061,0.0,3.17,2015,Boise,1,0
195,2015-03-29,0.98,74543,59532,7119,3101,4.78954,4.78954,0.0,0.0,2015,Boise,1,0
196,2015-03-22,1.17,61419,44227,6589,7290,3.31177,3.31177,0.0,0.0,2015,Boise,1,0
197,2015-03-15,1.0,65918,51472,7018,2981,4.4459,4.4459,0.0,0.0,2015,Boise,1,0
198,2015-03-08,1.14,65350,45879,7206,7403,4.86043,4.86043,0.0,0.0,2015,Boise,1,0
199,2015-03-01,1.06,75046,40578,23738,3491,7.237979999999999,6.47875,759.23,0.0,2015,Boise,1,0
200,2015-02-22,0.99,76836,50872,16374,2122,7.46727,7.2352,232.07,0.0,2015,Boise,1,0
201,2015-02-15,1.14,61221,41547,7840,6492,5.340859999999999,3.64752,1693.34,0.0,2015,Boise,1,0
202,2015-02-08,1.07,69970,54229,9647,3047,3.04717,1.37342,1673.75,0.0,2015,Boise,1,0
203,2015-02-01,0.91,113578,67496,36532,2904,6.64484,4.86726,1777.58,0.0,2015,Boise,1,0
204,2015-01-25,1.03,66069,51922,7555,2061,4.53004,2.00953,2520.51,0.0,2015,Boise,1,0
205,2015-01-18,1.08,62870,50354,6342,2257,3.91594,1.11918,2796.76,0.0,2015,Boise,1,0
206,2015-01-11,1.18,57355,38112,10997,3321,4.92375,3.29511,1628.64,0.0,2015,Boise,1,0
207,2015-01-04,1.01,80034,44562,24964,2752,7.7556199999999995,6.0643,1691.32,0.0,2015,Boise,1,0
208,2015-12-27,1.13,450816,3886,346964,13952,86.01286,85.9136,99.26,0.0,2015,Boston,1,0
209,2015-12-20,1.07,489802,4912,390100,5887,88.90180000000001,88.76847000000001,133.33,0.0,2015,Boston,1,0
210,2015-12-13,1.01,549945,4641,455362,219,89.72296,89.52338,199.58,0.0,2015,Boston,1,0
211,2015-12-06,1.02,488679,5126,407520,142,75.88978,75.66622,223.56,0.0,2015,Boston,1,0
212,2015-11-29,1.19,350559,3609,272719,105,74.12562,73.86452,261.1,0.0,2015,Boston,1,0
213,2015-11-22,1.07,466759,4457,383420,233,78.64817,78.16182,486.35,0.0,2015,Boston,1,0
214,2015-11-15,1.05,513738,5310,420936,139,87.35215,85.60419,1747.96,0.0,2015,Boston,1,0
215,2015-11-08,1.04,641759,5304,542880,231,93.34282,88.26525,5077.57,0.0,2015,Boston,1,0
216,2015-11-01,1.06,553096,4886,449532,170,98.50792,93.44308,5064.84,0.0,2015,Boston,1,0
217,2015-10-25,1.02,534249,4005,430725,191,99.32699000000001,94.58194,4745.05,0.0,2015,Boston,1,0
218,2015-10-18,0.94,725296,6409,627503,332,91.04958,86.04625,5003.33,0.0,2015,Boston,1,0
219,2015-10-11,1.14,485706,5145,378295,355,101.90989,97.51323,4396.66,0.0,2015,Boston,1,0
220,2015-10-04,1.07,536479,5804,427358,277,103.03891,97.20742999999999,5831.48,0.0,2015,Boston,1,0
221,2015-09-27,1.07,553307,5210,463079,289,84.7269,82.12356,2603.34,0.0,2015,Boston,1,0
222,2015-09-20,1.15,498640,4376,398673,418,95.17155,91.61266,3558.89,0.0,2015,Boston,1,0
223,2015-09-13,1.03,655682,5422,560792,353,89.11466,84.84355000000001,4271.11,0.0,2015,Boston,1,0
224,2015-09-06,1.11,577774,4237,477867,496,95.17285000000001,94.55841000000001,614.44,0.0,2015,Boston,1,0
225,2015-08-30,1.13,526664,4177,438502,554,83.4309,83.24201,188.89,0.0,2015,Boston,1,0
226,2015-08-23,1.07,589471,4744,488292,608,95.8265,95.58538,241.12,0.0,2015,Boston,1,0
227,2015-08-16,1.15,565795,4460,464476,748,96.10923,95.88700999999999,222.22,0.0,2015,Boston,1,0
228,2015-08-09,1.07,690517,4173,590998,827,94.51879,94.28769,231.1,0.0,2015,Boston,1,0
229,2015-08-02,1.17,571994,4442,468591,1451,97.50859,97.21414999999999,294.44,0.0,2015,Boston,1,0
230,2015-07-26,1.28,500233,4299,393281,1957,100.69494,100.46686,228.08,0.0,2015,Boston,1,0
231,2015-07-19,1.18,597168,4720,477629,5071,109.74647,109.519,227.47,0.0,2015,Boston,1,0
232,2015-07-12,1.14,634515,5332,471639,9361,148.18259,146.94654,1236.05,0.0,2015,Boston,1,0
233,2015-07-05,1.27,582909,4743,418251,11053,148.86142,145.98299,2878.43,0.0,2015,Boston,1,0
234,2015-06-28,1.25,560494,4688,403230,9120,143.45574,142.57463,881.11,0.0,2015,Boston,1,0
235,2015-06-21,1.24,543504,3582,404908,8899,126.11448,125.82114999999999,293.33,0.0,2015,Boston,1,0
236,2015-06-14,1.08,684346,5104,521254,6545,151.4421,151.25877,183.33,0.0,2015,Boston,1,0
237,2015-06-07,1.25,562542,4034,421007,93,137.40828,137.22494,183.34,0.0,2015,Boston,1,0
238,2015-05-31,1.26,565160,4128,418105,108,142.81864000000002,142.51532,303.32,0.0,2015,Boston,1,0
239,2015-05-24,1.14,633521,4601,490485,276,138.15774,137.76931,388.43,0.0,2015,Boston,1,0
240,2015-05-17,1.26,534488,4285,380514,162,149.52612,147.66772,1858.4,0.0,2015,Boston,1,0
241,2015-05-10,1.14,625558,4601,476827,131,143.99765,141.30943,2688.22,0.0,2015,Boston,1,0
